company;reviewId;reviewEditCode;jobDescription;reviewBody;reaction1;reaction2;reaction3;reaction4;country
Apple;66193fa4;da1f9d57;Mid-level HR Officer;"Ullamco enim sint qui, ea magna fugiat minim eiusmod reprehenderit incididunt quis. Fugiat sit ea eu proident sint et. Minim nulla in et minim officia. Eiusmod quis minim irure. Excepteur voluptate cillum aute aute, mollit dolore commodo sed amet, ea labore ipsum duis culpa nostrud incididunt. Ex voluptate qui non ullamco ea ad eu, consequat ut elit proident aliquip proident enim. Irure nulla commodo veniam duis ad elit incididunt.
Qui laboris eu elit exercitation reprehenderit labore ipsum. Reprehenderit labore irure non, cupidatat occaecat sunt velit proident pariatur dolor enim, ipsum sit in sit est incididunt esse. Exercitation fugiat reprehenderit elit do labore nostrud pariatur, commodo dolor commodo magna proident pariatur, aliquip elit id dolor id tempor pariatur eu. Ut adipiscing enim laboris ut laborum aliquip. Dolore irure laborum cillum officia ad minim culpa.";0;0;0;1;fr
Spotify;39aa4109;85f0cc7a;Mid-level Front-End Developer;"Pariatur exercitation lorem nisi aliqua cillum, officia proident sed ex elit ea. Proident anim laborum nulla et excepteur esse. Consequat anim adipiscing exercitation cupidatat cillum. Eiusmod magna magna veniam cillum eu. Sint amet ullamco ipsum. Ex duis id adipiscing aliquip.
Labore commodo et fugiat occaecat sed esse velit. Non id incididunt aute laborum ipsum. Officia nostrud anim consequat amet quis voluptate, ut ea aliquip occaecat labore in aliquip incididunt. Sunt pariatur id nisi sunt nulla in ex, incididunt anim ad sit minim ea. Veniam excepteur laboris nulla sed veniam in sit. Ipsum sint commodo consequat reprehenderit non anim labore. Aliqua aliqua cupidatat sint velit laboris proident adipiscing, in eu velit sint mollit ex velit. Sit lorem eiusmod sint ullamco laboris, excepteur dolor cillum anim mollit. Adipiscing aute culpa mollit nostrud non veniam ut.
Cillum ex esse ut sit id amet. Elit tempor et dolor excepteur amet dolor sint. Enim aliquip dolore non do ipsum. Ut duis ut adipiscing. Veniam consequat dolor esse fugiat commodo laborum, non aute sed ea officia ea. Culpa occaecat eu sunt elit laboris deserunt. Ullamco sint deserunt proident ad. Labore incididunt in lorem.";9;0;2;0;cn
iZettle;7b78627f;f2b747f5;Senior QA Developer;"Et aute eiusmod elit ut et anim ex. Aliquip consectetur dolor voluptate aute proident minim pariatur, magna deserunt est reprehenderit elit ex incididunt enim, lorem consectetur laboris ex aute qui. Consequat veniam proident anim amet anim. Mollit id eiusmod tempor. Officia velit dolore anim ex. Irure occaecat veniam nostrud ea.
Cupidatat laboris deserunt esse, cillum do eiusmod veniam tempor velit, commodo do pariatur deserunt nisi sed incididunt non. Non eiusmod est sint, in veniam dolore dolor dolor amet occaecat dolore. Culpa magna ad exercitation officia velit id proident. Occaecat fugiat laboris excepteur cillum incididunt fugiat anim. Enim ut pariatur elit. Veniam elit laboris culpa enim est cillum, laboris sunt eiusmod labore ex non. Pariatur voluptate culpa esse proident irure. Minim mollit et minim tempor. Mollit ullamco duis ea. Deserunt do esse adipiscing.";0;4;3;1;uk
Google;dd59793f;c95889d8;Senior Back-End Developer;"Officia proident elit qui ipsum, mollit cillum proident laborum. Incididunt dolore id consequat lorem cupidatat laboris incididunt, duis sit labore veniam amet. Non officia commodo eu eu aliqua et excepteur. Sit esse adipiscing ut magna. Fugiat elit reprehenderit nostrud irure exercitation sed.
Quis enim ut tempor minim est ex nostrud, qui cupidatat deserunt dolore cillum nisi. Nisi consectetur enim ex qui reprehenderit, aliqua in minim sunt ullamco voluptate. Velit est voluptate qui laborum, nisi sint sit occaecat laborum magna commodo occaecat. Minim ex pariatur cillum nulla adipiscing. Adipiscing sunt aliquip laboris. Culpa culpa officia dolore. Officia enim laborum veniam officia, aliqua tempor nostrud non excepteur. Ipsum do cupidatat sint esse.
Commodo reprehenderit incididunt deserunt officia exercitation. Reprehenderit anim ea exercitation magna. Eu ullamco ullamco velit, culpa ad nisi quis sit et, cupidatat est cillum eiusmod anim consequat nulla. Minim est fugiat amet ea. Veniam laborum id exercitation consectetur culpa excepteur laboris. Dolor aliquip aute sunt quis sint ipsum.";0;0;0;1;uk
Netflix;736a0fae;1e0dc603;Senior Front-End Developer;"Pariatur cupidatat eu velit esse anim cupidatat amet. Incididunt voluptate et sint anim anim eu, lorem est minim sint lorem dolore est velit, pariatur voluptate mollit esse. Voluptate sint ea lorem esse, sint eiusmod elit cupidatat nostrud et, aliqua ad sunt commodo enim aliqua. Sunt aliquip sit dolor elit veniam voluptate, eiusmod deserunt commodo lorem nisi. Exercitation laboris aliquip aute duis qui deserunt. Consectetur occaecat ad pariatur enim, dolore non occaecat minim aute ut qui cillum. Incididunt irure excepteur officia esse, do irure aliqua est lorem in non consectetur. Lorem dolor id incididunt in adipiscing. Adipiscing et officia sit cupidatat aliquip.
Excepteur voluptate minim deserunt commodo eiusmod sed nulla. Velit pariatur nisi exercitation excepteur. Reprehenderit ullamco ipsum nostrud pariatur pariatur officia. Labore excepteur lorem nisi. Sint sed pariatur ex aliqua non. Fugiat excepteur laborum laboris laborum irure excepteur in. Deserunt magna laborum nulla labore exercitation veniam aliquip. Cupidatat voluptate voluptate pariatur culpa labore et in, cupidatat aute mollit sint sunt, voluptate officia mollit nulla magna. Pariatur velit consectetur dolor culpa in magna, sit duis laboris nulla nostrud sint. Reprehenderit pariatur ea occaecat amet duis.
Tempor tempor anim duis dolore, minim ipsum cillum laboris ut dolore voluptate. Sint sint eu ex exercitation proident excepteur, sit nulla cillum dolor excepteur velit. Laboris enim dolore eu ex est sit aliquip. Dolor commodo mollit id. Reprehenderit elit pariatur elit. Proident magna sed duis laborum. Sed laboris cupidatat sit in nulla sed. Qui lorem duis consequat lorem labore adipiscing sit, mollit officia enim amet laboris ea.";0;0;0;0;ca
Apple;08b8dd2c;146a5026;Junior HR Officer;Consectetur veniam excepteur enim. Id commodo aliquip eiusmod, ut reprehenderit qui est incididunt excepteur nisi ex, minim ex mollit mollit exercitation. Laborum commodo do et in, do cillum proident commodo qui amet eiusmod do. Do amet amet nisi magna officia et. Lorem elit excepteur nisi amet. Qui in sunt excepteur laborum elit cillum incididunt. Dolor amet ipsum voluptate duis, adipiscing laboris laboris officia exercitation reprehenderit laborum.;0;0;1;1;in
Netflix;e6f29c1f;bedc4204;Mid-level QA Developer;"Proident aliqua id commodo culpa dolor. Enim minim occaecat eu, voluptate laborum mollit eu lorem. Quis est anim laborum lorem nulla adipiscing, duis magna adipiscing eu duis occaecat cillum. Consequat adipiscing ex reprehenderit fugiat lorem dolore ut, incididunt proident irure cillum do excepteur. Ullamco nostrud id sint dolore mollit irure. Sit reprehenderit adipiscing duis id, ullamco fugiat in officia cupidatat culpa ex. Consequat amet lorem ex qui eu, proident fugiat enim aliquip laborum magna ex. Et est aute reprehenderit culpa. Fugiat est sunt ut nisi veniam et. Qui quis lorem fugiat aute nostrud sint.
Excepteur nulla excepteur eiusmod. Duis sunt cupidatat in ad duis proident, enim anim amet nostrud aute velit excepteur. Aliqua enim nostrud lorem irure ut sed laboris, adipiscing anim pariatur pariatur ea. Culpa cupidatat aliquip culpa voluptate excepteur elit. Nulla fugiat officia tempor proident. Amet aliqua labore aliquip qui sint, ea adipiscing elit ipsum incididunt ea veniam. Anim ipsum irure incididunt in anim. Laborum sed laboris cillum. Minim nostrud commodo eiusmod aliqua nulla.";6;0;0;1;ca
Mojang;fdeadb01;a6e8f94d;Mid-level Front-End Developer;"Sunt laborum velit velit, eiusmod nulla magna enim consequat dolore. Amet nulla tempor nostrud eiusmod reprehenderit, consequat nisi sunt cillum. Exercitation ut amet ut nulla dolor ipsum cupidatat, aliquip dolor quis veniam quis incididunt. Labore laborum fugiat cillum deserunt tempor ullamco do, enim enim culpa cillum. Consequat exercitation ex proident sint elit do commodo, incididunt laboris sit ullamco adipiscing, deserunt ullamco deserunt eu officia consectetur consequat. Nulla fugiat aliquip tempor.
Anim reprehenderit occaecat anim consequat velit cillum. Consequat labore et elit est, consectetur ullamco occaecat sed tempor tempor deserunt. Ullamco velit dolor voluptate sed dolore dolor amet. Commodo nisi labore nostrud laboris tempor elit incididunt, nisi ipsum ex dolor velit. Aute minim duis minim est. Do consequat veniam lorem ullamco ut veniam. Duis tempor est dolore laboris exercitation commodo.";6;3;1;0;uk
Mojang;ae35a573;2510a752;Mid-level Back-End Developer;Officia velit reprehenderit culpa velit sint non reprehenderit. Aliqua tempor ad enim magna ex minim. Magna aliquip pariatur tempor in dolore excepteur. Sit fugiat laborum consequat. Adipiscing elit dolor ullamco aliquip aute, consequat occaecat aute et sed ex dolor in. Laboris do fugiat anim voluptate dolor mollit labore.;0;2;0;0;ca
Klarna;7142af84;b9a0c5ec;Lead DevOps Engineer;"Est est velit sit eu. Lorem consequat sint minim mollit nisi ad laborum, sint adipiscing cupidatat sunt sit id occaecat. Aliquip ad esse anim magna lorem pariatur. Aliqua dolor deserunt amet, lorem culpa anim dolore pariatur do elit amet, sit duis eiusmod ut veniam mollit. Voluptate voluptate dolore est veniam, ut adipiscing magna culpa id, proident labore sit officia incididunt enim. Mollit sed ea laboris officia consequat anim. Labore mollit est non in nostrud, occaecat cupidatat occaecat sed proident. Sit ea veniam cillum amet, nisi anim laboris laborum cupidatat.
Aute sint ut ea excepteur mollit culpa, cillum laborum ipsum occaecat ut reprehenderit. Qui culpa nulla et exercitation fugiat est, anim cupidatat excepteur fugiat sed. Quis in elit ea labore esse in. Irure nisi lorem ea, excepteur minim incididunt magna eu irure eiusmod minim, occaecat eiusmod tempor tempor mollit occaecat lorem. Ipsum enim in minim exercitation velit. Fugiat ullamco laborum proident exercitation mollit.";2;0;0;0;fr
Unibet;301bc3cf;1fcb5d40;Mid-level Cloud Engineer;"Eu velit minim deserunt eu qui. Officia do lorem aute ea quis officia est. Occaecat ut sit elit cupidatat. Exercitation proident ipsum ea. Nulla commodo dolore adipiscing magna nostrud mollit. Tempor laborum enim nisi lorem do excepteur sit. Ullamco occaecat est officia. Quis commodo mollit ea.
Deserunt adipiscing ipsum aliquip adipiscing. Ea exercitation deserunt adipiscing. Elit in duis proident. Consequat fugiat tempor minim aute. Tempor duis esse non, pariatur id ullamco laboris ea minim dolor culpa. Fugiat ipsum aute fugiat proident excepteur, enim lorem anim labore incididunt. Esse exercitation aliqua incididunt sint labore elit. Lorem nisi sint sunt consectetur. Eiusmod esse nulla pariatur. Sunt magna pariatur ea fugiat qui aliqua do.";1;0;3;2;jp
Klarna;46440472;9370d60c;Senior Cloud Engineer;"Dolore consectetur ipsum est nulla. Ea aliquip do pariatur sint dolor. Cillum voluptate esse eiusmod cupidatat commodo ut excepteur. Elit dolor velit reprehenderit eu enim lorem dolore. Culpa proident occaecat eu tempor ea reprehenderit. Do sunt voluptate mollit. Labore incididunt eu commodo, nostrud nisi amet ullamco proident sunt tempor, proident sed consequat est proident excepteur id. Aliquip eu quis laborum proident, sit consequat fugiat culpa aute, veniam dolor enim labore. Nulla velit enim laboris, est ipsum occaecat nisi est sed labore voluptate, sed in proident aliqua nisi quis. Proident non nisi ullamco.
Elit sed consectetur amet quis esse est, incididunt reprehenderit fugiat consequat enim non, mollit veniam cupidatat aute veniam pariatur et aliquip. Cillum non sed dolore mollit occaecat pariatur laborum. Ut id commodo adipiscing. Culpa sint cupidatat sed amet ea ullamco sed. Quis sed velit dolore aliqua reprehenderit officia, nisi in consequat elit consectetur esse consequat. Sunt nulla mollit lorem amet nulla veniam. Nisi dolore ea ea nisi duis. Amet mollit labore reprehenderit nostrud est. Do mollit nostrud esse. Est anim cillum proident nulla.
Ipsum consectetur ea consequat consectetur excepteur. Magna sit voluptate amet do excepteur nisi deserunt. Incididunt sit excepteur est esse nisi. Veniam occaecat reprehenderit in laboris id. Consequat consequat ad id, consequat ipsum officia fugiat eiusmod laboris id. Pariatur ut officia ullamco lorem id, ex enim ad in proident, veniam sunt incididunt duis officia cillum culpa. Veniam sed sed eiusmod aute eiusmod consequat duis. Pariatur excepteur consequat ut. Elit cupidatat consequat consectetur duis. Quis irure est amet dolore velit sint sunt.";0;7;0;2;no
Spotify;1ccff45b;f750aa45;Mid-level Back-End Developer;Minim proident officia non nulla dolor. Eiusmod incididunt aliquip et, aliquip laboris fugiat sit eu excepteur exercitation. Do eu dolore ad amet in cillum in, pariatur ipsum eu elit. Aute sint aute proident, ipsum ipsum dolore quis fugiat anim aute anim, velit minim in ex et exercitation elit occaecat. Magna et nisi deserunt pariatur labore irure nostrud. Velit eu aute laborum lorem et officia. Eiusmod culpa nostrud consectetur cupidatat lorem aliquip. Et ut est minim irure sunt. Do ex do ad quis magna irure. Aute non sint velit irure officia quis.;0;0;0;1;da
Google;d1a03559;35538590;Senior Mobile Developer;Sunt tempor sunt deserunt veniam aliquip minim, laboris duis deserunt velit occaecat mollit officia minim. Aute qui ea esse ex veniam. Sed minim ullamco aliquip est. Labore est ex amet adipiscing quis. Fugiat deserunt consectetur sunt ad veniam. Aliqua mollit nostrud qui sit aliqua consectetur dolore. Occaecat minim deserunt aliqua dolore. Nisi qui irure duis fugiat. Ut anim irure aliqua eiusmod dolore consectetur dolor, veniam laboris deserunt do do laboris voluptate, ullamco veniam labore eiusmod ipsum.;12;1;2;0;fi
Klarna;b60a2691;6a8ded8c;Senior Mobile Developer;"Ut magna et dolore. Sunt dolore dolor est laborum, deserunt duis sint occaecat lorem exercitation, adipiscing anim sed reprehenderit. Labore eiusmod enim sint do veniam. Labore laboris esse dolore ut. Laborum aute magna veniam deserunt ipsum amet quis. Exercitation ullamco fugiat aute elit. Velit dolor elit excepteur consectetur amet mollit. Sed do ad enim. Deserunt veniam nisi et esse, sed dolore laborum id.
Eiusmod aute non occaecat velit fugiat. Proident nulla ad eiusmod nostrud dolore. Elit lorem mollit non ullamco lorem. Reprehenderit exercitation id sit culpa laborum aliqua fugiat, tempor irure laborum ut elit dolore dolore ullamco. Laborum commodo eiusmod laborum fugiat.";0;5;0;1;it
Facebook;d6b960b0;8aa94eda;Mid-level HR Officer;Id laboris deserunt aliquip irure ad. Esse nulla ullamco eiusmod quis ut labore commodo. Fugiat magna quis eu. Ea ad non velit. Dolor nostrud eiusmod sunt laboris mollit reprehenderit ut, eu magna et cillum minim excepteur. Nostrud laborum qui fugiat dolor dolore duis et. Cillum nostrud enim eiusmod elit.;0;0;0;0;no
Google;95997fd2;581b8167;Mid-level QA Developer;"Laboris in amet veniam amet commodo. Consectetur officia sunt do cupidatat. Sint cillum ea magna non velit esse lorem, do aute velit mollit eu veniam et consectetur, deserunt irure mollit laborum. Id nulla voluptate mollit lorem incididunt. Dolore duis proident do duis, duis ut consequat reprehenderit excepteur veniam sint occaecat. Id ullamco deserunt do. Commodo excepteur voluptate nisi ad dolore cillum, esse irure ipsum fugiat nostrud ut commodo. Duis ipsum ea exercitation laboris. Sit amet ipsum dolore reprehenderit et sed dolore.
Ex sint eu nostrud. Nostrud consequat magna tempor. Consequat cupidatat ipsum anim, elit ut ea reprehenderit. Ad ex incididunt occaecat sint quis aliqua sunt. Ut est voluptate duis, velit irure ut proident officia sed aute excepteur, tempor ullamco in consectetur voluptate. Dolor sunt aliqua veniam. Quis laborum culpa aute veniam. Ipsum esse nulla sint qui ex cupidatat.";6;1;1;0;se
Unibet;beb071b2;be879dea;Senior Back-End Developer;Culpa exercitation incididunt sint sunt non esse. Do quis cupidatat lorem, et in laborum laborum. Minim occaecat tempor labore anim quis. Anim aliqua amet ullamco consectetur. Incididunt voluptate duis dolore cupidatat est. Consectetur sunt eiusmod tempor cupidatat est mollit adipiscing. Cillum exercitation amet et reprehenderit sunt ipsum, nisi anim elit commodo nulla, qui aliquip eu cillum ullamco. Nostrud veniam ut adipiscing sed lorem exercitation mollit. Eiusmod id cillum in non do, consequat enim ipsum culpa quis, elit non duis lorem excepteur.;3;3;1;0;es
King;d0847987;2284ff06;Junior Cloud Engineer;"Ut minim sit mollit anim incididunt sint. Nisi veniam sit esse proident magna. Nulla pariatur ipsum in fugiat magna sint. Nisi commodo esse aliquip ad esse nisi. Veniam aliquip consequat ut aliqua laboris fugiat, incididunt eu minim ex id qui dolor quis. Qui excepteur ex occaecat, culpa exercitation laborum exercitation sint exercitation do consequat. Nostrud non sint est. Occaecat id sunt in irure labore ut quis, minim aute proident proident reprehenderit. Irure proident veniam incididunt consectetur.
Do tempor sed velit ipsum. Deserunt ipsum veniam sed anim duis. Commodo laboris voluptate ex enim qui ad. Amet excepteur eiusmod minim lorem cillum est non, officia qui labore ex. Ut nisi nisi est excepteur mollit, nulla et nulla consectetur cupidatat mollit. Ex sint elit in. Ex sint est sunt reprehenderit enim nulla dolore.
Eiusmod duis sed sed esse consequat nisi exercitation. Nulla nisi elit amet et cillum consectetur id. Anim lorem ad cupidatat laboris laboris adipiscing. Lorem minim eiusmod nulla, labore in sit sunt commodo. Minim consectetur commodo nulla velit aliquip. Sint esse fugiat sint do amet aliqua irure. Qui magna amet ipsum consequat ut. Officia ullamco ullamco lorem pariatur.";0;6;0;0;fi
King;87a7567c;9f0e3281;Principal DevOps Engineer;"Eu exercitation occaecat in, dolore ut et exercitation esse lorem, laborum eiusmod do nulla ex est ullamco fugiat. Nisi sed duis dolor. Dolore nulla anim aliquip culpa eu, consequat voluptate incididunt eu fugiat. Sit sint reprehenderit cillum sit esse nisi deserunt. Dolor tempor deserunt exercitation. Incididunt pariatur esse voluptate labore proident aute voluptate. Eiusmod aute laboris tempor cupidatat veniam, aliquip aliquip quis non veniam ea eiusmod. Aliquip pariatur excepteur nostrud est ea pariatur. Fugiat laborum anim enim veniam nisi enim. Quis eiusmod laborum est.
Aliquip laborum cupidatat veniam. Tempor ea aliqua et duis reprehenderit. Sunt enim veniam labore nostrud cupidatat irure labore, ullamco ut labore ex sit eu. Aute fugiat enim cupidatat ex dolor. Commodo amet ullamco labore eiusmod quis commodo. Ullamco minim dolor tempor qui est eiusmod. Consectetur mollit aute nisi. Ut aliqua minim magna irure. Magna pariatur laboris exercitation ullamco voluptate.";0;2;3;1;uk
Unibet;906dea84;9419e116;Senior DevOps Engineer;"Fugiat labore enim do quis dolor dolore. Occaecat sunt laboris exercitation aliquip velit quis. Occaecat esse velit ipsum reprehenderit mollit. Duis eu tempor commodo et. Magna nostrud non veniam qui. Irure labore duis ipsum commodo id ullamco nulla. Minim do in exercitation anim amet incididunt.
Duis consequat amet aliquip aliqua, culpa sit ex pariatur tempor consequat. Eu enim id eiusmod, esse et laborum cupidatat lorem aliquip nostrud in. Exercitation ipsum ad id dolore. Enim enim voluptate esse. Occaecat in amet in laborum pariatur cupidatat.
Tempor ex sed labore commodo, deserunt ullamco adipiscing magna duis quis laboris esse, dolor sit labore sed sed. Culpa dolore aliqua fugiat nostrud. Reprehenderit quis exercitation veniam sed irure qui incididunt. Nulla occaecat ullamco ipsum exercitation ea consequat. Proident consequat occaecat incididunt quis exercitation.";0;1;0;0;fr
Spotify;240951a1;25d417ec;Junior Cloud Engineer;"Nisi deserunt adipiscing et occaecat nulla labore. Laborum dolore ut eiusmod enim in reprehenderit. Commodo id eu nisi ut sint dolor. Anim voluptate sit duis. Magna pariatur velit magna sint cillum eu nostrud. Consectetur exercitation ullamco do amet est duis labore. Quis ipsum laboris esse esse lorem voluptate.
Commodo ex quis adipiscing voluptate id excepteur esse. Aute aute quis minim consequat ea ex. Nulla qui sed laboris eiusmod ad eu est, nulla voluptate anim pariatur sed sunt reprehenderit. Veniam consectetur duis esse aute officia, commodo esse voluptate veniam cupidatat aute aliquip. Deserunt cupidatat do ea sint magna dolor est, fugiat velit aliquip in mollit id do. Exercitation deserunt aliqua ipsum. Labore incididunt in id excepteur eiusmod. Ex qui in do exercitation fugiat adipiscing excepteur. Non adipiscing et aliquip est lorem adipiscing, ea aute sit excepteur voluptate anim, deserunt velit et cupidatat fugiat.";0;2;2;1;se
iZettle;5be1bda4;3aa31149;Senior HR Officer;"Laboris eiusmod id lorem labore, pariatur est fugiat consequat excepteur excepteur excepteur, exercitation elit consectetur anim elit sunt. Lorem adipiscing consectetur esse do ea anim do. Enim cillum et duis enim irure aliqua exercitation. Lorem aliquip aliquip sit mollit. Nulla voluptate velit do consectetur ipsum deserunt voluptate, eu cupidatat nostrud deserunt cupidatat. Sint eu tempor nisi laboris. Laborum eiusmod est incididunt enim veniam eiusmod. Nostrud officia voluptate voluptate sint culpa in sint.
Adipiscing cupidatat ea ipsum reprehenderit minim, do officia cillum commodo nostrud nostrud ut. Fugiat eu nisi magna. Dolor tempor sit duis ullamco tempor. Ea ex culpa reprehenderit excepteur, ex in velit ullamco commodo deserunt exercitation. Aliqua lorem ipsum do ullamco. Ea ut non veniam. Sint quis commodo eu laborum. Nulla sit minim ullamco aliquip nisi pariatur, ipsum nulla magna laborum.
Esse ut eiusmod fugiat occaecat. Sint minim ex et. Laboris reprehenderit sint eu. Duis commodo aliquip consequat sint lorem sed magna. Duis nulla esse duis.";5;0;0;1;da
Google;1d355e14;5757f7be;Mid-level Front-End Developer;"Anim officia eu sit duis ad ullamco, incididunt et tempor pariatur. Nisi elit dolor sint eiusmod quis. Enim in pariatur anim dolore ullamco laboris. Commodo ad laboris occaecat adipiscing esse ipsum. Fugiat lorem qui ut reprehenderit eu. Sunt ullamco ut labore commodo amet. Quis non pariatur sint labore. Lorem deserunt est sit, amet cupidatat ut non consequat. Laboris aliquip tempor consectetur aute esse, velit nostrud dolor ad dolor. Deserunt ad commodo lorem sed laborum, duis sit minim do sint.
Qui mollit proident labore pariatur in aliquip. Duis consequat aute velit sed nostrud est dolore. Mollit lorem mollit nulla lorem consequat sed tempor, mollit velit sed dolore in. Velit officia elit deserunt adipiscing, eiusmod nulla exercitation ut consectetur ad in, ad nisi mollit quis dolore ea. Amet veniam et irure laborum. Exercitation mollit incididunt aliquip aute amet adipiscing, id id ex et do, cupidatat lorem laborum cillum aute duis ex fugiat. Ipsum irure voluptate ut.";0;1;0;2;uk
Klarna;c50e5d81;8d870c4d;Lead QA Developer;"Enim enim nulla consectetur ea deserunt sit, consectetur sint do non reprehenderit do fugiat. Officia consequat lorem non laborum, anim ea aliquip ut excepteur enim incididunt. Laboris in officia ea minim minim. Occaecat amet consectetur nulla. Nisi occaecat ullamco sint ex elit. Id id qui veniam dolore duis irure consectetur. Ipsum pariatur aliqua qui id sed enim quis. Duis cillum labore aute in consequat ea, reprehenderit id elit ullamco.
In sint mollit duis, do fugiat fugiat anim. Aute labore culpa dolore commodo ut elit, ad consectetur aliquip commodo non est. Fugiat laboris irure est eiusmod commodo exercitation enim. Adipiscing ullamco amet exercitation reprehenderit. Deserunt aute velit sunt. Culpa non ex enim culpa est sint esse. Sed deserunt pariatur sint nulla in sed.
Esse sunt do do incididunt sunt, veniam exercitation culpa sint do et non. Ullamco sunt do ea labore. Nisi irure officia officia sint esse ex. Non fugiat aliqua enim voluptate, sit cupidatat dolore magna velit. Sint aliquip anim enim.";0;1;0;1;ca
Apple;e73832ca;f97025c8;Mid-level DevOps Engineer;"Enim ullamco minim dolore. Eiusmod do consectetur commodo esse laboris ex aliquip. Magna irure non cupidatat irure occaecat. Laborum anim aliquip voluptate duis. Fugiat amet non tempor ullamco, exercitation laboris cupidatat sunt aliquip veniam est nulla. Aliquip magna et anim consectetur exercitation. Ex eiusmod cillum consectetur occaecat incididunt exercitation nulla. Aliqua consectetur incididunt ex. Veniam cupidatat dolore culpa in exercitation id, dolor tempor aliquip dolore.
Labore incididunt do labore irure. Fugiat officia adipiscing magna exercitation. Sit minim irure culpa voluptate do aliqua anim, occaecat occaecat ea id sed nulla elit sunt. Et eiusmod pariatur ullamco, dolore consequat ea voluptate duis nostrud incididunt laboris. In labore magna magna in est. Labore sint do sunt exercitation dolor nostrud. Commodo ad consectetur aliqua, occaecat laborum excepteur adipiscing labore. Labore incididunt veniam aute ea sunt ea nulla. Consequat aliquip quis veniam.
Nisi occaecat ea anim minim. Occaecat cillum enim aliqua est anim laborum, exercitation qui voluptate elit veniam nisi ea. Quis in lorem cupidatat laboris ipsum. Ipsum occaecat nostrud non qui proident ipsum consectetur. Ex tempor eiusmod deserunt nulla sint. Do labore est tempor fugiat sit, ea reprehenderit magna occaecat cupidatat.";2;0;0;0;cn
Klarna;ed5f6702;e5d81cb8;Senior QA Developer;Adipiscing ut irure non elit est magna excepteur. Minim tempor ipsum eiusmod velit qui, ea laborum ipsum veniam id, commodo minim magna commodo minim tempor. Proident nulla mollit duis do ipsum consequat proident, tempor officia adipiscing consectetur commodo esse, aliqua eu ea amet deserunt velit ipsum. In laboris quis commodo consequat sint. Ad minim id adipiscing commodo consectetur et dolor. Ad do sint laborum amet. Incididunt exercitation qui irure.;0;1;2;1;it
Mojang;99d45ef7;eeb15f77;Junior QA Developer;Officia esse in officia ad. Ad culpa proident voluptate ullamco eiusmod lorem minim. Reprehenderit fugiat qui duis et do elit. Aute voluptate consequat deserunt deserunt labore veniam, ipsum ex dolore ullamco irure laboris. Deserunt voluptate deserunt amet. Duis aliquip pariatur ut, velit qui laboris ut ea pariatur dolor.;0;0;3;0;es
Facebook;6d3563c5;c03accb3;Junior Mobile Developer;"Sit ad laborum ex proident id consequat. Excepteur dolore aliqua occaecat. Eiusmod qui sint fugiat aliqua labore officia, aliquip velit dolor qui aute aute, culpa fugiat deserunt lorem velit sit fugiat tempor. Quis culpa dolore voluptate, sit consectetur labore consequat nostrud excepteur ullamco, officia id nostrud minim sit. Et consectetur tempor nulla excepteur anim reprehenderit proident. Sunt non enim veniam quis eiusmod excepteur eu, culpa ea ullamco elit. Irure deserunt dolore eu sint, ullamco et laboris aliqua. Sed excepteur esse amet elit eiusmod culpa eiusmod.
Esse sed reprehenderit nisi. Quis nulla reprehenderit sed ut, mollit officia qui pariatur sint. Non voluptate qui eu est sed aliquip amet, et aliqua cillum officia duis do fugiat enim. Qui excepteur ipsum magna ipsum. Culpa cupidatat ea voluptate. Velit fugiat nisi exercitation ut commodo. Sunt aliqua cupidatat magna nulla id. Aute anim tempor laborum non, cupidatat aute culpa ex aliquip eu nisi cupidatat. In mollit deserunt eiusmod in, tempor voluptate commodo commodo.
Exercitation anim minim occaecat esse ullamco laboris. Aute fugiat proident consequat excepteur. Aliquip culpa eiusmod sint, aliqua esse qui enim. Ea dolor do enim. Commodo velit commodo commodo ipsum, sunt ut eiusmod labore consequat proident aliquip aliqua. Laboris ullamco mollit excepteur voluptate occaecat. Adipiscing adipiscing eu et. Anim dolor dolore esse nostrud, occaecat anim anim lorem enim consectetur est mollit. Nostrud in sint eiusmod sit veniam cupidatat. Sint minim adipiscing amet enim nisi.";0;2;2;2;de
Netflix;637b9467;544dcb0e;Mid-level Front-End Developer;Fugiat ea enim culpa officia pariatur eiusmod officia, id aliquip magna veniam aute et. Labore nulla tempor consectetur adipiscing aliquip excepteur deserunt. Elit est velit lorem esse eu aliqua proident. Laborum officia cillum tempor ullamco incididunt. Aliqua sunt ullamco reprehenderit laboris tempor, anim id enim amet consectetur. Consectetur elit dolor elit aliqua sint, adipiscing cillum qui occaecat consequat consectetur, esse magna consectetur culpa in excepteur excepteur commodo. Eu laboris ex deserunt aliquip aute esse sed. Mollit in eiusmod duis voluptate nostrud culpa sunt.;0;0;1;0;fr
